,Nation oder Organisation,Name der Sonde,Typ,Missonsname/ Programmname,Dauer,Dauer,Status,Untersuchungsobjekt(e) und Missionsziele,"Position der Sonde, falls abweichend vom Untersuchungsobjekt"
,Nation oder Organisation,Name der Sonde,Typ,Missonsname/ Programmname,von,bis,Status,Untersuchungsobjekt(e) und Missionsziele,"Position der Sonde, falls abweichend vom Untersuchungsobjekt"
196,ESA,Beagle 2,Lander,Mars Express-Beagle 2,2003,2004,Beendet,Mars,
197,ESA,SMART-1,Orbiter,SMART,2003,2006,Beendet,Erdmond,
198,ESA,Rosetta und Philae,"Flyby-Sonde, Orbiter, Lander",–,2004,2016,Beendet,"Mars, Asteroiden (2867) Šteins und (21) Lutetia, Haupmission: Komet 67P/Tschurjumow-Gerassimenko",
199,ESA,Venus Express,Orbiter,–,2005,2014,Beendet,Venus,
200,ESA,Herschel-Weltraumteleskop,Orbiter,–,2009,2013,Beendet,Infrarot- und Submillimeter-Weltraumteleskop,"Lagrange-Punkt L2, nach Missionsende Sonnenorbit"
201,ESA,Planck-Weltraumteleskop,Orbiter,–,2009,2013,Beendet,Mikrowellen-Weltraumteleskop,"Lagrange-Punkt L2, nach Missionsende Sonnenorbit"
202,ESA,Gaia,Orbiter,–,2013,–,Aktiv⁠1,Astronomie,Lagrange-Punkt L2
203,ESA  Japan,BepiColombo,"Flyby-Sonde, Orbiter",–,2018,–,Aktiv,"Venus, Merkur",
204,ESA  Vereinigte Staaten,Solar Orbiter,Orbiter,Cosmic Vision 2015–2025,2020,–,Aktiv,Sonne,
205,ESA,JUICE,Orbiter,Cosmic Vision 2015–2025,2023,–,Aktiv,"Jupiter, speziell Ganymed",
206,ESA,PLATO,Orbiter,Cosmic Vision 2015–2025,2026,–,Geplant,Astronomie (Exoplaneten),
207,ESA,Comet Interceptor,"Flyby-Sonde, Orbiter",Cosmic Vision 2015–2025,2028,–,Geplant,neuer Kometen oder interstellares im Sonnensystem,
208,ESA,ExoMars Rover (auch: Rover Rosalind Franklin),Rover,ExoMars,2028,–,Geplant,Mars,
209,ESA  Vereinigte Staaten  Kanada,James-Webb-Weltraumteleskop,Orbiter,–,2021,–,Aktiv,Infrarotteleskop,Lagrange-Punkt L2
210,ESA,Hera,Orbiter,AIDA,2024,–,Geplant,Doppelasteroid (65803) Didymos,
211,ESA,Lunar Pathfinder,Orbiter,–,2024,–,Geplant,Erdmond,
212,ESA,EnVision,Orbiter,–,2031,–,Geplant,Venus,
213,Japan,Sakigake,Flyby-Sonde,–,1985,1995,Beendet,Halleyscher Komet,
214,Japan,Suisei (auch: Planet-A),Flyby-Sonde,–,1985,1991,Beendet,Halleyscher Komet,
215,Japan,Hiten,Orbiter,–,1990,1993,Beendet,Erdmond,
216,Japan,"Nozomi, auch: Planet-B",Orbiter,–,1998,2003,Beendet,Mars,
217,Japan,Hayabusa (auch: Muses-C),"Orbiter, Lander, Rückkehrsonde",–,2003,2010,Beendet,Asteroid Itokawa,Sonnenorbit⁠6
218,Japan,"Kaguya, Ouna, Okina",Orbiter,–,2007,2009,Beendet,Erdmond,
219,Japan,Akatsuki,Orbiter,–,2010,–,Aktiv⁠1,Venus,
220,Japan,Hayabusa 2,"Orbiter, Rover, Rückkehrsonde",–,2014,–,Aktiv⁠1,Asteroid (162173) Ryugu,
221,Japan,PROCYON,Orbiter,–,2014,2014,Beendet,Asteroid (185851) 2000 DP107,
222,Japan,Shin’en-2,Orbiter,–,2014,–,Aktiv (?),Amateurfunk,Sonnenorbit
223,Japan  Vereinigte Arabische Emirate,Hakuto-R 1 und Raschid,"Lander, Rover",Ispace,2022,–,Geplant,Erdmond,
224,Japan,Hakuto-R 2,"Lander, Rover",Ispace,2023,–,Geplant,Erdmond,
225,Japan,SLIM,Lander,–,2022,–,Geplant,Erdmond,
226,Japan  Deutschland,DESTINY+,Flyby-Sonde,–,2024,–,Geplant,Asteroid (3200) Phaethon,
227,Japan  Deutschland  Frankreich,Martian Moons Exploration,"Orbiter, Rover, Rückkehrsonde",–,2024,–,Geplant,Marsmonde Phobos + Deimos,
228,Japan,TEREX 1,Lander,–,2024,–,Geplant,Mars,
229,Volksrepublik China,Chang’e 1,Orbiter,Mondprogramm der VRC,2007,2009,Beendet,Erdmond,
230,Volksrepublik China,Chang’e 2,"Flyby-Sonde, Orbiter",Mondprogramm der VRC,2010,2014,Beendet,Erdmond / Asteroid (4179) Toutatis,
231,Volksrepublik China,Chang’e 3,Lander,Chang’e 3-Yutu / Mondprogramm der VRC,2013,–,Aktiv,Erdmond,
232,Volksrepublik China,Yutu (auch: Pinyin Yùtùhào yuèqiúchē),Rover,Chang’e 3-Yutu / Mondprogramm der VRC,2013,2016,Beendet,Erdmond,
233,Volksrepublik China  Deutschland,Chang’e 5-T1 und 4M,"Orbiter, Flyby-Sonde, Rückkehrsonde",Mondprogramm der VRC,2014,2015,Beendet⁠7,Erdmond,
234,Volksrepublik China,Queqiao,Orbiter,Mondprogramm der VRC,2018,–,Aktiv,Relaissatalit für Chang’e 4,Lagrange-Punkt L2
235,Volksrepublik China,Longjiang-1 (auch: DSLWP-A oder Lunar OSCAR 93),Orbiter,Mondprogramm der VRC,2018,2018,Beendet,"Radioastronomie, Amateurfunk",Vorbeiflug am Erdmond mangels Zündung der Bremstriebwerke. Vermutlich im Erde-Mond-Transferorbit verblieben.
236,Volksrepublik China,Longjiang-2 (auch: DSLWP-B oder Lunar OSCAR 94),Orbiter,Mondprogramm der VRC,2018,2019,Beendet,"Radioastronomie, Amateurfunk","Mondorbit, nach Missionsende geplanter Absturz auf dem Mond"
237,Volksrepublik China,Chang’e 4 und Pinyin yùtù èr hào,"Lander, Rover",Mondprogramm der VRC,2018,–,Aktiv,Rückseite des Erdmondes,
238,Volksrepublik China,Chang’e 5,"Orbiter, Lander, Rückkehrsonde",Mondprogramm der VRC,2020,–,Aktiv⁠1,Erdmond,
239,Volksrepublik China,Chang’e 6,"Lander, Rückkehrsonde",Mondprogramm der VRC,2024,–,Geplant,Südpol des Erdmondes,
240,Volksrepublik China,Chang’e 7,"Orbiter, Lander, Rover",Mondprogramm der VRC,2026,–,Geplant,Südpol des Erdmondes,
241,Volksrepublik China,Yinghuo-1,Orbiter,Marsprogramm der VRC,2011,2011,Erd(-orbit) nie verlassen,Mars,
242,Volksrepublik China,Tianwen-1,"Orbiter, Lander, Rover",Marsprogramm der VRC,2020,–,Aktiv,Mars,
243,Indien  ESA,Chandrayaan-1,"Orbiter, Impaktor",Chandrayaan,2008,2009,Beendet,Erdmond,
244,Indien,Chandrayaan-2,"Orbiter, Lander, Rover",Chandrayaan,2019,–,Aktiv⁠8,Erdmond,
245,Indien,Chandrayaan-3,"Lander, Rover",Chandrayaan,2022,–,Geplant,Erdmond,
246,Indien,Mars Orbiter Mission,Orbiter,–,2013,–,Beendet,Mars,
247,Indien,Shukrayaan-1,Orbiter,–,2024,–,Geplant,Venus,
248,Israel,Beresheet,"Orbiter, Lander",–,2019,2019,Beendet,Erdmond,
249,Israel,Beresheet 2,"Orbiter, Lander",–,2024,–,Geplant,Erdmond,
250,Israel  Deutschland,??? (Erste Mission des LSAS-Programms),Lander,"Israel Aerospace Industries in Kooperation mit OHB, LSAS",2025,–,Geplant,Erdmond,
251,Vereinigte Arabische Emirate,al-Amal,Orbiter,–,2020,–,Aktiv,Mars,
252,Südkorea,KPLO,Orbiter,–,2022,–,Aktiv,Erdmond,
